has_person,close_up,top_down,warm_tones,clean_background,packaged,text_overlay,price_discount,brand_logo,cta,multiple_items,main_object_drink,main_object_food,main_object_person,food_type_dessert,food_type_fast_food,food_type_healthy,food_type_main_dish,food_type_snack,drink_type_alcohol,drink_type_coffee_tea,drink_type_soda_juice,drink_type_water_energy,person_who_man,person_who_multiple,person_who_woman,person_emotion_neutral,person_emotion_positive,person_action_cooking,person_action_eating,person_action_posing,filename,base_value,predicted_ctr
0.3050807383871867,-0.24131236648924076,-0.006780556488114046,-0.24057529726109503,0.027226650549889132,0.03459586507040168,-0.05365754464089476,-0.07492055090633912,0.0036450497854138243,-0.11187094779439816,0.06466228981242057,0.0027916368392439314,0.007877357498203013,0.05357559915181564,0.22120010305848511,-0.008009866117801284,0.0068929634851686815,0.014342344668876806,0.00014321669230044006,-0.008960149132400945,0.0,0.006286020775752332,0.005085758397816598,-0.017124828394624893,-0.00026259001810023436,-0.0006526199206846107,0.0,0.09356895775998017,0.0,0.0026501633344503802,0.06646539661392846,ad_1000084181569778_img.png,3.275772231416286,3.4277350261339232
-0.1512116190808076,-0.23211229861683577,-0.008037884978544341,-0.15912630602713748,-0.027525924908913067,0.08311458751406797,-0.05473253987156751,-0.08175177116978759,-0.0018393081206513576,-0.1422839505915592,0.06234653630870416,-0.02094924735455257,-0.0016943645781889868,-0.017615908835146486,-0.052572213605944815,-0.017855577602220618,0.009560258347484597,0.010283149868135095,0.0033749744637613737,0.07106737561345204,0.0,0.006734476765829176,0.00299312388767253,0.0015079019792940773,-0.0008210240863682883,0.0005911557640968376,0.0,-0.014420611708065547,0.0,0.0004494933623605925,-0.0032768011277430694,ad_1000574938308670_img.png,3.275772231416286,2.5399679130271067
0.37111969641110953,-0.2050740097242193,-0.0008769241148749426,0.08841499500330693,-0.01432940413639466,0.053454996627547255,-0.04967867328513169,-0.06365939712611075,-0.00211720288367597,-0.15624569306202876,0.10179113869290471,0.0035806791671401496,0.0037909647764937213,0.09503541935424122,-0.06559344389985922,-0.013678103092940654,0.011000622571798126,0.021119174267954042,0.000254003826762586,-0.012282686299778323,0.0,0.006647669809984798,0.005796622494116279,0.0018697522099737408,-0.0006359388543393011,0.0006537139096593177,0.0,0.047635466756200326,0.0,0.0011230086748919902,-0.004019015504552135,ad_1000603661178813_img.png,3.275772231416286,3.500869663986461
-0.17249019214835087,0.24760582071429135,-0.004567499052805747,-0.13772019088688647,0.03214831752787221,0.0657137629038813,-0.04683319018842019,-0.07214137879413245,0.0006802771119682513,-0.14222489981452482,-0.04836279362122942,0.003079311868998899,0.0012713428719445473,-0.01896521282338647,-0.09400311649852737,-0.015508674228817222,0.00686614417254764,0.01743003214757425,-0.020991864927316597,-0.02393213545580852,0.0,0.0064746838564593585,0.002829149406348341,0.0014558572751890836,-0.002219726482286682,0.00047315581992705085,0.0,-0.015836620249737685,0.0,6.032671628391004e-07,-0.0017135665363718468,ad_1000696924800502_img.png,3.275772231416286,2.844289628651846
-0.16210592915651806,-0.20601116282461246,-0.002621609883643756,0.0592086149355443,0.015098041471017044,0.032471755622466195,0.17869024963465024,-0.08014034556360349,-0.002324862883936151,-0.08988181107977507,0.08714009588249652,0.004631253244062883,0.00017434990757912762,-0.03287590552864931,-0.05124003487064973,-0.02048614194942305,0.025699338338459672,0.010409927206850671,-0.0035939237865391534,-0.009878888631731163,0.0,0.0023134901317871186,0.002812546700304527,0.0019175932865426926,-0.002439766469298931,0.0001714378649718517,0.0,-0.013227287254033148,0.0,-0.0019113577780985854,-0.0054475582124455454,ad_1000733311160879_img.png,3.275772231416286,3.0123243397700614
-0.1757645594122127,0.30290605468345205,-0.004965494953794588,-0.14562936151543154,-0.01171373536932607,0.09251658308576535,-0.023203022630469503,-0.09418857245987657,0.004005710602997432,0.4132758955840941,-0.05089818973660553,-0.01980215960618587,-0.012961169831181736,-0.010193244238711775,-0.06794344605264316,-0.013674108237981313,0.006285034745407702,0.015475403003507242,0.002930935873216821,0.08784931487885868,0.0,0.010106298499676414,0.002972162138707217,0.0012188272253589585,-0.001176708295013456,-7.46489221119378e-05,0.0,-0.019588886699932508,0.0,-0.001014748697238033,-0.0011693300791138376,ad_1000814214311900_img.png,3.275772231416286,3.5613530649994933
-0.16756584603448707,-0.19253347935261625,0.00717791663071542,0.07397367419496566,-0.001987735757145718,-0.04743156937295435,-0.02632231893130549,-0.10102592759646735,0.008588665989826879,0.41735724779289735,-0.06148532972658954,0.00460580615234558,0.0022402104942460636,-0.027776466283979926,-0.05409167798149164,0.1070193982634619,0.0109188371107306,0.025536352553485322,-0.001966142298019702,-0.00819518745413068,0.0,0.0052817351482866304,0.002638278007804597,0.0009711564069002803,-0.004099838300124112,0.0003122234397236676,0.0,-0.035803120877985345,0.0,-0.0006629647513309315,-0.0012943489325569716,ad_1001963277592314_img.png,3.275772231416286,3.210151779950488
-0.1647969697236272,0.2437818356599337,-0.003079195368197544,0.07022601651736118,0.034612994233043655,-0.052723573663978444,-0.06946142076428556,-0.06926934559850997,-0.0010080385802742045,-0.1357264276930385,0.0842173455795785,0.0026728190630370186,-0.0029142509053235125,-0.03798162013021358,-0.11200429462821,-0.024517732911141142,0.010003653247842024,-0.09963290131338927,-0.0004968932516727864,-0.020822620742139693,0.0,0.004820438458210671,0.002178743458909552,0.0011002335747022647,-0.0030721424204280274,0.0007776245245472751,0.0,-0.016268245069814138,0.0,0.0016277918917705625,-0.0029842591303128564,ad_1002310914410743_img.png,3.275772231416286,2.915031795730666
-0.1644858299357927,0.28074446663598973,-0.008304815251187593,-0.1659053619064539,-0.031102229867559124,0.08595866610576477,-0.05326336168376323,-0.06957560777395462,-0.001959414468446749,-0.12865365404190077,0.06435347362865386,-0.01296521590330862,0.005451308470968985,-0.017941128696028603,-0.08183332636987492,-0.014691551994042517,0.007708748079423271,0.012348836740704628,0.004462181222500482,0.1122399280071383,0.0,0.0089058790615676,0.0028418254228991958,0.001389417666900264,-0.0005853347838031159,0.0005642991145490134,0.0,-0.016059739597349607,0.0,0.00033917642705696353,-0.0032021414043617875,ad_1002321007661512_img.png,3.275772231416286,3.092551724322571
-0.1743059225893847,0.23323048346837405,-0.00014864792775382593,0.07595092823694374,-0.03308530431949037,-0.06567925804564934,0.23644150362877075,-0.05785916406629932,0.007687179839661805,-0.11429973492255853,0.09763649451815565,0.002657059344346663,-0.004608163534556817,-0.03728831520356814,-0.09553341023904055,-0.024071785549470977,0.024144487625153824,-0.048837505959112945,0.0009608054670533104,-0.01642596937696323,0.0,0.003895341578435253,0.0020742604238351923,0.0011379331129107862,-0.0009961036850495038,0.0007254182241238385,0.0,-0.014857582516884146,0.0,-0.0010190056623294703,-0.004993629708121237,ad_1002935847629192_img.png,3.275772231416286,3.268304623577819
0.39784829043949554,-0.17514453670126554,-0.0002024292028766604,0.10432074841339925,-0.030604118479579258,-0.032694201624560305,-0.03469661935009764,-0.08055120922591608,0.0025931759967519064,0.4724969277283637,0.06565371800420261,0.003483465320546569,0.0028295048142584272,0.08921537936499874,-0.051191751951562746,-0.01593371875652496,0.010941971435410012,0.021509532785406245,-0.0033002287828826217,0.04475394155593868,0.0,0.0063142172025042395,0.006432776782901956,0.0011583191598602968,0.015241825662614663,-0.0018618357568160385,0.0,0.08725681953931202,0.0,0.00025990101753262356,0.015553516567169735,ad_1002954227567295_img.png,3.275772231416286,4.1974556133748635
-0.17402242321329503,0.24344371747264268,0.004588887953068227,0.07010445119300475,-0.04456887500608319,-0.0703257938083464,0.23575010371912652,-0.05784775134234373,0.003182703648639901,-0.1131216150565558,0.1072993305728491,0.00241776632438275,-0.004608163534556817,-0.03719787684213797,-0.09503610629998419,-0.017801509477828083,0.02331806310622289,-0.0482710291873515,0.0010078654174477258,-0.01636594400231099,0.0,0.0035925758024134406,0.002072914530658777,0.0011240265345509946,-0.0009961036850495038,0.0007254182241238385,0.0,-0.014857582516884146,0.0,-0.0009870547166554013,-0.004853514129743794,ad_1003166637637510_img.png,3.275772231416286,3.2735387130962916
0.382438926642413,-0.20539547653744444,0.0008142574677985787,0.06330006745635106,0.03305977420396173,-0.04966138479276702,0.1091859745529323,-0.07310971119448001,0.009988022009292401,-0.1449218004163729,-0.08588261014829154,0.0032363414801087533,0.0005086351518435981,0.07477369023783989,-0.06299791403131261,-0.010035991644048224,-0.2502653507468093,0.007143594202315168,0.00019586729114054742,-0.00980910210384338,0.0,0.0027924554977519435,0.005466234426450163,0.001466081801860774,-0.0017889577754459098,0.007547969480119059,0.0,0.0451408344745807,0.0,0.0012557546728879964,0.06431793822587786,ad_1003323638076034_img.png,3.275772231416286,3.194536351300992
-0.16337891302103152,-0.19752657133564017,0.006266079093946305,-0.1948981679956771,-0.023830248182275117,-0.15418492339776996,-0.040970287975191796,-0.12602306438362526,-0.049194152971011845,0.37080488128998534,0.07828460351472474,-0.02263548792815773,-0.017640957637519737,-0.02071163187803366,-0.07197058824060289,-0.01624544642919426,0.00702948472079791,0.007642750910930775,-0.0009937581923411026,-0.009969924096986415,0.0,-0.07355648926466246,0.0022441235200767458,0.0010962946752595805,-0.0023452729220854373,0.0016156741480591154,0.0,-0.035779786280697584,0.0,-0.0005237624079333121,-0.0018746287416045882,ad_1005167540748176_img.png,3.275772231416286,2.5265020600080232
0.28568471651845745,-0.08350298720203182,0.00109986559371739,0.0727446087654015,-0.043565691693161074,-0.00913755253303803,-0.024677139499444396,0.6012063684803844,0.003389598288716027,0.5399241089263488,-0.054156953103594245,0.0035622111423366408,0.06640326810079845,0.05714199240141644,-0.04914245773055125,-0.009227007469528065,0.009238642531041513,0.045405228905696246,0.0008105445289471913,-0.00909185692126598,0.0,-0.040100092019386836,0.006489608453617169,0.0011300924047052499,0.017083917423005725,0.0007564504241955014,0.0,0.07399132630592552,0.0,-0.00017821175882933883,-0.0005725469063687608,ad_1005969440553275_img.png,3.275772231416286,4.738482283773796
-0.1685395169596253,-0.21562429659983062,-0.003661595688157757,-0.14161043083362182,-0.004244680618578169,0.08228268258065916,-0.024080695211615485,-0.11361899084726497,0.002964772924580074,0.4105653237121105,-0.04418228934511518,-0.02007084060936333,-0.011352971758536412,-0.015979053619817822,-0.05010063999704034,-0.01530061311824285,0.006629413865692264,0.012495332833989597,0.0016049900381344625,0.0708141660409863,0.0,0.007646845685706527,0.0031575560582691553,0.0013226906450692275,-0.002482540342133098,-8.055559053991718e-05,0.0,-0.02590337584452654,0.0,-0.0009678528340522799,-0.001214090491044467,ad_1007145270323283_img.png,3.275772231416286,3.016240975492373
0.340582823823632,-0.28224705662569555,-2.7590716830313517e-05,0.08624291511339949,0.02228860649541201,-0.04082846550798841,0.16560283002466009,-0.06782900934298773,-0.004160907079651983,-0.11382013802957001,0.09944366391525288,0.002825387665415174,0.004467162113338259,0.08882350224448894,0.15127769750799525,-0.007492530032911478,0.02388173579559625,0.011548741494974674,-0.0037503849699737305,-0.004986006126961506,0.0,0.0036211929178547792,0.004273070360942151,0.0011062316605107874,0.007999172549730016,0.001349463959930593,0.0,0.07429746303651877,0.0,0.0010767394871607275,-0.008969033713742351,ad_1008863794117921_img.png,3.275772231416286,3.8323695094367847
-0.16756584603448707,-0.19253347935261625,0.00717791663071542,0.07397367419496566,-0.001987735757145718,-0.04743156937295435,-0.02632231893130549,-0.10102592759646735,0.008588665989826879,0.41735724779289735,-0.06148532972658954,0.00460580615234558,0.0022402104942460636,-0.027776466283979926,-0.05409167798149164,0.1070193982634619,0.0109188371107306,0.025536352553485322,-0.001966142298019702,-0.00819518745413068,0.0,0.0052817351482866304,0.002638278007804597,0.0009711564069002803,-0.004099838300124112,0.0003122234397236676,0.0,-0.035803120877985345,0.0,-0.0006629647513309315,-0.0012943489325569716,ad_1009381517067000_img.png,3.275772231416286,3.210151779950488
